number,name,Label,E_place,S,E_conf,E_score1,E_refine,S(2),E_conf(2),E_score1(2),E_refine(2),S(3),E_conf(3),E_score1(3),E_refine(3),S(4),E_conf(4),E_score1(4),E_refine(4),S(5),E_conf(5),E_score1(5),E_refine(5),Goldscore.Fitness,Goldscore.External.HBond,Goldscore.External.Vdw,Goldscore.Internal.Torsion,Goldscore.Internal.Vdw,PLP.Fitness,PLP.Chemscore.Hbond,PLP.PLP,PLP.ligand.torsion,PLP.part.buried,PLP.part.hbond,PLP.part.nonpolar,PLP.part.repulsive,ASP.Fitness,ASP.ASP,ASP.DEClash,ASP.DEInternal,ASP.Map,Chemscore.Fitness,Chemscore.DEClash,Chemscore.DEInternal,Chemscore.DG,Chemscore.Hbond,Chemscore.Lipo,Chemscore.Rot,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal
1423,ZINC39442464,0,-78.123024,-4.4530301,-148.20651,-13.971176,-40.248463,-115.9463,-148.2084,-13.971176,-40.246426,-23.03204,-148.20792,-13.971176,-40.247501,-7.2297568,-148.28488,-13.398325,-42.05751,-14.065688,-148.19958,-13.971176,-40.25687,41.1194,10,38.4919,-3.7999,-18.0071,76.113,2,-71.9132,1.2398,-8.6592,-2,-62.6521,0.2437,31.7622,34.508,2.0766,0.6691,-172.54,29.8385,2.378,0.5603,-32.7769,1.0979,239.4086,1.7113,-7.029,-0.251,-0.762,-1.622,-7.029,-2.208,-0.397,-0.87,-34.032,-16.449,0.815,-0.2,-83.069,-50.48,3.657
1424,ZINC39443752,0,-63.470711,-5.0015488,-162.96732,-11.000355,-35.554008,-93.760223,-162.96533,-11.000355,-35.55526,-14.738545,-162.96559,-11.000355,-35.556446,-6.2638068,-162.95651,-11.668205,-36.559906,-10.991587,-162.96545,-11.000355,-35.55595,34.6458,9.5182,27.2164,-7.0735,-5.2214,53.9892,1.984,-48.5998,1.2765,-6.6432,-1,-41.8279,0.134,24.6973,27.148,1.4512,0.9995,-135.74,24.7855,2.1012,0.3691,-27.2558,0.9495,191.1601,1.4693,-6.291,-0.262,-0.756,-1.506,-6.291,-1.401,-0.325,-1.231,-32.143,-16.352,0.914,-0.188,-76.852,-48.495,1.987
1425,ZINC39443787,0,-76.209564,-5.26825,-165.22903,-13.731418,-36.145821,-100.01662,-165.22549,-13.731418,-36.146896,-19.484325,-165.22015,-13.731418,-36.148422,-7.0802412,-165.55823,-12.463358,-38.118534,-13.702596,-165.22643,-13.731418,-36.147282,29.1343,0.616,30.9001,-8.1261,-5.8433,57.5664,0.8968,-57.3991,2.3255,-2.9383,-2,-52.9793,0.1066,33.2374,38.442,4.1473,1.0573,-192.21,29.5262,3.205,0.3636,-33.0948,0.6966,247.9605,1.4544,-6.924,-0.231,-0.717,-1.573,-6.924,-1.867,-0.193,-0.566,-38.828,-18.621,0.628,-0.191,-93.547,-57.449,3.246
1426,ZINC39447852,0,-99.331818,-5.196713,-62.290596,-13.54212,-34.923061,-128.91837,-62.295284,-13.54212,-34.921143,-20.760641,-62.291744,-13.54212,-34.921509,-6.3968649,-62.30056,-12.59374,-35.390972,-13.573081,-62.293365,-13.54212,-34.921345,42.4032,10,29.1968,-3.3388,-4.4035,71.9895,2,-66.8849,1.9253,-4.9546,-1,-62.1427,0.0318,24.2102,26.394,1.169,1.0148,-131.97,20.6307,1.5887,0.774,-22.9934,1.7928,146.2176,2.1805,-7.611,-0.282,-0.846,-1.772,-7.611,-2.217,-0.151,-2.27,-32.703,-13.122,0.793,-0.164,-80.666,-45.825,2.673
1427,ZINC39457974,0,-95.692001,-5.4376159,23.82218,-13.679561,-32.139519,-132.11848,23.821341,-13.679561,-32.140339,-27.517519,23.820107,-13.679561,-32.139561,-7.5996828,23.921959,-12.387296,-34.480072,-13.708055,23.821503,-13.679561,-32.138783,-0.7972,1.2045,38.6241,-12.8442,-42.2656,71.7319,2,-68.3502,2.5913,-8.9898,-1,-62.6259,3.6119,26.1262,28.466,0.2604,2.0794,-142.33,26.865,0.1294,0.2294,-27.2239,1.4023,189.3181,1.9883,-6.514,-0.204,-0.646,-1.459,-6.514,-2.026,-0.239,-0.894,-40.944,-11.984,0.581,-0.092,-76.694,-52.928,7.677
1428,ZINC39460408,0,-72.663574,-5.1239953,-84.200111,-12.624332,-38.459549,-117.7345,-84.219383,-12.624332,-38.44627,-20.746714,-84.20195,-12.624332,-38.457481,-6.798275,-84.641258,-12.286478,-39.30669,-12.610007,-84.214066,-12.624332,-38.44635,25.471,0,25.8915,-3.9241,-6.2058,51.3883,0.4155,-50.2494,0.4149,-4.0632,-2.1251,-45.1635,0.243,32.3464,38.012,2.939,2.7266,-190.06,26.3849,2.484,0.5863,-29.4552,0.9994,211.0828,1.5857,-6.132,-0.211,-0.65,-1.404,-6.132,-0.496,-0.241,-1.042,-34.161,-20.154,0.519,-0.141,-87.229,-54.315,3
1429,ZINC39461920,0,-59.871143,-4.1872163,-115.35425,-12.019844,-20.350159,-85.162209,-115.35817,-12.019844,-20.344805,-9.841713,-115.35816,-12.019844,-20.344038,-5.6425619,-115.69942,-12.054751,-22.156038,-11.966532,-115.35838,-12.019844,-20.343754,39.2116,0,30.6458,-2.8704,-0.0561,46.3788,0,-47.4227,0.8366,-1.2449,-1.1266,-46.9207,0.1351,23.7169,25.132,0.8068,0.6083,-125.66,22.9605,0.1748,0.2493,-23.3846,0.9994,146.3803,1,-6.445,-0.322,-0.875,-1.613,-6.445,-1.344,-0.194,-1.37,-27.128,-15.847,0.39,-0.195,-70.869,-42.975,2.672
1430,ZINC39461922,0,-60.763744,-5.2554898,-120.6384,-10.346134,-31.20796,-87.353706,-120.63855,-10.346134,-31.207201,-14.31501,-120.63783,-10.346134,-31.206049,-5.6251173,-120.65347,-12.329168,-32.270782,-10.353245,-120.63593,-10.346134,-31.2075,43.1037,6,30.5286,-5.2365,0.3634,48.2325,0.9913,-44.2207,0.8324,-5.4426,-2,-39.1343,0.2195,24.9913,27.056,0.1446,1.9202,-135.28,22.8399,0.075,1.2922,-24.2071,0.9078,156.0245,1,-6.092,-0.305,-0.827,-1.525,-6.092,-0.955,-0.2,-1.487,-24.613,-16.173,0.39,-0.183,-66.296,-40.786,2.533
1431,ZINC39467228,0,-66.48114,-4.5318022,141.81616,-11.291326,-39.182034,-135.69666,141.83447,-11.291326,-39.192509,-19.794144,141.81926,-11.291326,-39.182034,-6.6079187,141.61034,-11.376172,-39.123371,-11.301335,141.81653,-11.291326,-39.180336,31.0322,0,33.5164,-11.0027,-4.0502,48.2904,0,-48.418,2.2051,-4.5258,0,-44.4,0.0444,24.9976,27.7,0.2734,2.429,-138.5,29.2914,0.3432,0.2736,-29.9081,2.0761,189.9177,1.8463,-5.808,-0.187,-0.589,-1.31,-5.808,-1.559,-0.031,-0.29,-38.029,-14.645,0.192,-0.022,-71.206,-52.674,8.131
1432,ZINC39467612,0,-67.913109,-7.4114656,221.06569,-12.949946,-35.448929,-132.2316,221.06409,-12.949946,-35.444305,-22.987158,221.06351,-12.949946,-35.441612,-7.9185371,220.94464,-12.564906,-37.353115,-12.935584,221.06403,-12.949946,-35.448166,15.3755,0.848,28.8398,-16.7717,-8.3555,55.0116,0.664,-53.4395,3.6058,-6.9038,-3.4042,-43.1465,0.3573,19.5035,24.058,0.1007,4.4538,-120.29,22.9613,0.0728,0.7193,-23.7534,2.6536,121.5343,1.8785,-5.753,-0.164,-0.538,-1.263,-5.753,-1.449,-0.304,0,-43.279,-12.759,0.23,-0.152,-77.753,-56.039,8.575
1433,ZINC39485379,0,-58.805634,-2.5722804,34.885098,-9.0122023,-26.392355,-88.500885,34.885075,-9.0122023,-26.391893,-20.197121,34.885597,-9.0122023,-26.394707,-5.8942103,34.799431,-10.418526,-29.015903,-9.0264854,34.883945,-9.0122023,-26.39283,-41.076,11.9847,31.7517,-4.7398,-91.9795,61.2728,4.616,-49.2043,1.2037,-1.4693,-4.1813,-45.2295,0,23.6701,30.668,4.1003,2.8977,-153.34,26.3267,4.2825,2.3216,-32.9308,2.3604,222.4405,2.5229,-5.134,-0.205,-0.601,-1.217,-5.134,-1.291,-0.16,-0.928,-31.304,-12.661,0.726,-0.016,-61.057,-43.966,4.154
1434,ZINC39496947,0,-87.483963,-1.6375639,-58.177662,-7.6792173,-22.591192,-77.051704,-58.174644,-7.6792173,-22.596893,-9.3705397,-58.174458,-7.6792173,-22.602043,-5.1583982,-58.26881,-9.1768608,-23.110952,-7.7000418,-58.174805,-7.6792173,-22.597235,34.0453,11.0607,21.1313,-5.7234,-0.3476,43.2819,2,-37.5615,0.1701,-4.7573,-3.1106,-31.0762,0.2504,15.9582,16.78,0.3379,0.4839,-83.9,13.0237,0.024,0.5575,-13.6052,3.7093,55.932,4.2218,-5.435,-0.34,-0.856,-1.441,-5.435,-0.687,-0.283,-2.268,-21.022,-14.178,0.989,-0.008,-45.868,-35.201,8.395
1435,ZINC39500475,0,-85.79464,-4.1317253,-31.838219,-10.459193,-37.055485,-119.42239,-31.840191,-10.459193,-37.05666,-21.369577,-31.840736,-10.459193,-37.054684,-7.1434493,-31.913223,-11.104815,-38.845406,-10.437674,-31.841537,-10.459193,-37.055962,-3.6027,0.7203,26.6659,-2.4898,-38.4989,54.3781,1,-51.593,0.1881,-4.3537,-2,-46.659,0.1802,20.7254,26.316,3.1623,2.4283,-131.58,26.3268,2.8951,2.1347,-31.3566,1.9822,201.4641,1.6856,-5.579,-0.199,-0.605,-1.288,-5.579,-1.88,-0.16,-0.532,-32.921,-11.263,0.556,-0.228,-63.258,-44.185,2.66
1436,ZINC39515334,0,-82.00824,-4.1840262,153.96371,-11.498034,-37.106888,-129.77054,153.96617,-11.498034,-37.107891,-25.79307,153.96216,-11.498034,-37.109848,-7.3112373,153.64619,-11.694006,-38.140514,-11.475534,153.97498,-11.498034,-37.112633,-52.8069,1.1894,34.1093,-5.1565,-95.7401,59.5382,2,-55.742,2.7447,-9.2937,-1,-46.5441,0.2212,28.088,29.222,0.4217,0.7123,-146.11,22.0401,0.283,0.1632,-22.4863,1.3861,156.3493,2.311,-6.299,-0.233,-0.7,-1.466,-6.299,-0.513,-0.795,-0.739,-25.273,-22.578,0.891,-0.493,-75.701,-47.85,7.321
1437,ZINC39515745,0,-97.188431,-5.4963899,98.213425,-8.6667109,-36.248215,-98.907677,98.216919,-8.6667109,-36.252548,-19.594515,98.217598,-8.6667109,-36.252323,-6.624279,98.025307,-10.763278,-37.176548,-8.6812029,98.218079,-8.6667109,-36.252415,27.6914,0,33.4397,-2.0114,-16.2768,59.0307,0.96,-56.4135,0.5252,-4.8643,-1.7216,-53.2005,1.7868,29.9608,31.544,0.3042,1.279,-157.72,28.5896,0.5135,0.8593,-29.9624,0.7536,219.7276,1.462,-5.154,-0.184,-0.559,-1.19,-5.154,-1.271,0,-1.074,-34.651,-10.361,0.549,-0.071,-61.952,-45.013,3.094
1438,ZINC39520756,0,-86.781075,-2.9930987,19.860491,-9.5010834,-34.054394,-118.24231,19.863325,-9.5010834,-34.060429,-23.227194,19.862694,-9.5010834,-34.059269,-6.2763824,19.846861,-11.226282,-35.38673,-9.4880991,19.862312,-9.5010834,-34.059978,1.7188,1.0251,30.2702,-6.2693,-34.6586,48.5483,0,-49.805,1.076,-5.5675,0,-48.4018,2.9807,29.9696,32.496,0.4636,2.0628,-162.48,26.277,0.3052,0.4506,-27.0327,0.9888,188.0317,1.4646,-5.06,-0.195,-0.577,-1.188,-5.06,-1.672,0,-0.873,-31.709,-8.037,0.402,-0.126,-56.425,-39.746,2.071
1439,ZINC39542142,0,-88.303734,-5.6868448,-83.567696,-12.10878,-38.231197,-132.12395,-83.567955,-12.10878,-38.230572,-23.053608,-83.567261,-12.10878,-38.232552,-7.5366731,-83.626808,-12.435243,-39.64222,-12.094514,-83.568756,-12.10878,-38.227684,21.2899,0,37.619,-8.4604,-21.9759,62.3555,0,-63.1904,1.4172,-9.4496,0,-54.2466,0.072,20.9418,26.876,2.9955,2.9387,-134.38,28.9229,2.5452,0.2472,-31.7152,0.9846,221.3448,1.1526,-6.789,-0.251,-0.754,-1.58,-6.789,-0.99,-0.381,-1.171,-33.695,-19.908,0.651,-0.228,-84.345,-53.603,11.878
1440,ZINC39550409,0,-72.395973,-4.7736363,-24.290758,-9.4995623,-33.968029,-128.1321,-24.291414,-9.4995623,-33.967503,-18.16589,-24.286694,-9.4995623,-33.971386,-6.6630683,-24.356724,-12.318601,-35.294769,-9.4572706,-24.286079,-9.4995623,-33.970005,34.5953,2.7487,30.725,-12.3126,1.9123,56.766,3,-48.6227,1.7853,-6.2979,-2,-41.9849,0.1666,34.1944,36.394,0.1722,2.0275,-181.97,24.561,0.1823,0.4053,-25.1485,1.9936,156.9186,2.0897,-6.005,-0.222,-0.667,-1.398,-6.005,-1.049,-0.617,-0.904,-29.151,-15.006,0.428,-0.154,-67.126,-44.157,2.65
1441,ZINC39557850,0,-80.420189,-5.1900311,79.384453,-11.614405,-36.580788,-122.23993,79.392159,-11.614405,-36.571331,-26.758678,79.379471,-11.614405,-36.577232,-6.9121413,78.427895,-12.031677,-37.801498,-10.831709,79.396103,-11.614405,-36.5639,-37.5262,4.5036,36.3995,-4.2163,-87.8628,64.3102,1,-61.0941,1.2682,-3.5871,-0.8852,-58.3842,0.2314,31.4941,34.784,2.1629,1.127,-173.92,26.6544,2.2837,0.5943,-29.5324,0.9915,224.3948,2.1536,-6.319,-0.218,-0.669,-1.447,-6.319,-1.884,-0.16,-1.509,-33.428,-13.163,0.891,-0.012,-70.175,-46.591,6.637
1442,ZINC39560910,0,-71.614967,-5.7560902,59.371651,-12.030285,-34.573078,-115.82864,59.34177,-12.030285,-34.5774,-25.305054,59.365559,-12.030285,-34.593609,-7.0684071,59.221752,-11.788006,-37.466106,-12.02004,59.364876,-12.030285,-34.590488,10.0936,6.5249,31.3378,-3.906,-35.6147,61.3844,2.984,-52.8223,0.3595,-1.715,-2.474,-48.6946,0.2812,30.4542,34.11,0.821,2.8348,-170.55,27.603,0.2438,0.3203,-28.1671,0.976,224.3373,2.6642,-6.984,-0.205,-0.665,-1.543,-6.984,-2.113,-0.472,-0.255,-33.995,-18.931,0.471,-0.075,-76.605,-52.925,12.091
1443,ZINC39578852,0,-85.148033,-5.0725155,-45.054073,-15.358873,-35.762619,-129.30402,-45.056789,-15.358873,-35.756371,-22.282309,-45.05669,-15.358873,-35.758945,-7.4048328,-45.093342,-13.497788,-36.665981,-15.333838,-45.054401,-15.358873,-35.766262,38.1302,7.2114,32.4288,-14.4173,0.7466,49.5693,1,-48.9889,2.363,-6.8671,-1.8137,-42.9228,0.6973,22.7948,26.422,0.2477,3.3795,-132.11,24.3241,0.0706,0.0883,-24.483,1.5154,141.0397,1,-6.915,-0.231,-0.716,-1.571,-6.915,-1.375,-0.179,-1.089,-27.445,-20.471,0.478,-0.308,-81.642,-47.916,2.863
1444,ZINC39578880,0,-77.96357,-5.1420474,-51.53986,-12.095103,-36.193897,-87.767372,-51.538303,-12.095103,-36.195236,-21.679817,-51.539204,-12.095103,-36.194118,-6.7155576,-51.679546,-11.557179,-37.818607,-12.027907,-51.541077,-12.095103,-36.19323,46.1516,3.3865,37.4077,-3.4145,-5.256,67.26,1.952,-64.4457,1.8425,-6.3075,-2,-58.4091,0.1677,29.8058,31.548,0.2696,1.4726,-157.74,29.801,0.2812,0.6681,-30.7502,1.9149,202.2131,1.869,-6.197,-0.248,-0.725,-1.469,-6.197,-0.491,-0.757,-1.147,-26.657,-19.703,0.796,-0.31,-71.27,-46.36,11.488
1445,ZINC39582615,0,-62.050591,-4.7987885,-173.40396,-12.265574,-34.272621,-94.332626,-173.39638,-12.265574,-34.277115,-16.576424,-173.39894,-12.265574,-34.270351,-6.2365575,-173.47316,-12.360241,-34.685463,-12.236615,-173.39613,-12.265574,-34.279732,28.0537,3.6324,27.3396,-7.0426,-6.1279,54.3148,3,-46.5879,1.6095,-6.2571,-2,-40.0611,0.1243,21.0677,27.012,3.6489,2.2954,-135.06,24.5722,0.7678,1.6636,-27.0036,0.9966,187.6607,1.4693,-6.786,-0.271,-0.794,-1.609,-6.786,-2.039,-0.2,-1.137,-34.978,-15.383,0.763,-0.117,-82.564,-50.36,2.287
1446,ZINC39588286,0,-90.108429,-5.1851254,-132.26685,-14.042706,-33.136307,-117.231,-132.26776,-14.042706,-33.124783,-20.180979,-132.27365,-14.042706,-33.131088,-7.0394726,-132.36458,-12.938596,-34.393349,-14.128244,-132.26596,-14.042706,-33.121132,36.2857,0.058,33.58,-6.3882,-3.5567,62.4405,0.512,-62.2951,1.3996,-7.2807,-2,-55.6357,1.1405,34.7943,38.498,3.0263,0.6774,-192.49,28.8699,1.1591,0.7096,-30.7386,0.8498,219.9535,1.2947,-6.276,-0.224,-0.681,-1.449,-6.276,-0.931,-0.2,-1.083,-37.804,-17.577,0.56,-0.095,-88.418,-55.381,2.1
1447,ZINC39598931,0,-103.42661,-5.987546,-17.458878,-13.172344,-46.022102,-168.48009,-17.453379,-13.172344,-46.021313,-26.944544,-17.455709,-13.172344,-46.019382,-7.7484274,-17.45339,-12.294656,-48.28167,-13.194222,-17.457371,-13.172344,-46.021244,24.5884,1.6496,34.7709,-10.6877,-14.1834,58.9394,0.8219,-59.4397,2.3386,-3.4488,-3,-54.3557,0.2576,35.9717,41.966,0.0489,5.9454,-209.83,30.8481,0.2902,3.1241,-34.2623,1.4667,241.8817,1.7253,-6.724,-0.192,-0.628,-1.476,-6.724,-2.068,-0.063,-0.879,-40.026,-14.423,0.626,-0.175,-83.547,-54.449,4.835
1448,ZINC39598964,0,-119.63255,-5.8448248,-29.691053,-15.153112,-42.765713,-146.53903,-29.690321,-15.153112,-42.766575,-26.928213,-29.692225,-15.153112,-42.763653,-8.537878,-29.93491,-11.657985,-44.283833,-15.21381,-29.692286,-15.153112,-42.76339,12.9454,2.4714,41.6116,-10.8429,-35.899,67.0353,1,-64.7437,2.1057,-8.3691,-1.1302,-56.6792,0.2792,25.6437,29.904,8.00E-04,4.2595,-149.52,27.1997,0.0174,0.5827,-27.7998,3.5968,140.1191,2.3779,-5.992,-0.158,-0.53,-1.292,-5.992,-1.75,-0.16,-0.26,-39.314,-15.575,0.609,-0.129,-79.31,-54.889,5.231
1449,ZINC39598972,0,-55.819004,-6.1901226,-46.46022,-13.526361,-47.565845,-160.82159,-46.461395,-13.526361,-47.560223,-28.673397,-46.459652,-13.526361,-47.566502,-8.039279,-46.680367,-11.625872,-48.285545,-13.580453,-46.457943,-13.526361,-47.571018,21.8585,6.697,31.8241,-9.5722,-19.0244,58.7468,2,-54.7703,2.8007,-6.4814,-1.1684,-47.2937,0.1957,31.9496,40.3,4.5981,3.7523,-201.5,29.0608,3.4429,0.8708,-33.3744,1.7147,227.7624,1.7503,-6.399,-0.178,-0.587,-1.396,-6.399,-1.993,-0.449,-0.117,-42.542,-14.005,0.513,-0.124,-80.548,-56.547,9.407
1450,ZINC39599038,0,-82.209335,-6.8863945,-40.048325,-14.397602,-42.733425,-109.93221,-40.048302,-14.397602,-42.733177,-18.574886,-40.046291,-14.397602,-42.730911,-8.0221739,-40.1059,-12.273249,-44.571896,-14.370749,-40.051704,-14.397602,-42.726822,14.1333,0,41.4233,-6.8012,-36.0225,66.5416,0,-67.4226,1.635,-6.0978,-0.3268,-62.4589,0.3098,27.5888,32.38,0.8764,3.9148,-161.9,29.5678,0.5575,1.2656,-31.3909,1.9501,204.0875,1.7503,-6.155,-0.171,-0.565,-1.343,-6.155,-1.498,-0.32,-0.225,-38.468,-17.143,0.513,-0.131,-77.131,-55.61,10.166
1451,ZINC39599101,0,-93.654121,-6.6650681,7.8128462,-14.516508,-34.371342,-136.12381,7.8137779,-14.516508,-34.374302,-25.229836,7.8146753,-14.516508,-34.3759,-8.3146725,7.6301394,-12.606436,-37.618355,-14.489697,7.8129182,-14.516508,-34.37241,35.2723,7.3643,36.6029,-5.1734,-17.2475,70.1641,2,-64.5755,1.2932,-10.4597,-1,-59.2067,4.8759,42.5372,46.948,0.2213,4.1895,-234.74,28.7923,1.5878,2.5942,-32.9744,1.0002,253.5818,2.1544,-6.162,-0.167,-0.555,-1.336,-6.162,-2.137,-0.085,-0.246,-46.593,-12.592,0.64,-0.115,-83.046,-59.184,9.913
1452,ZINC39599175,0,-97.03437,-4.9814963,-24.73699,-12.654137,-39.637234,-135.59383,-24.735741,-12.654137,-39.63924,-21.731939,-24.737793,-12.654137,-39.639854,-7.3612065,-24.775387,-12.460097,-41.363834,-12.585783,-24.737253,-12.654137,-39.63657,6.4575,1.5973,37.6195,-10.5393,-36.3274,64.062,1.752,-61.4018,2.2094,-5.5514,-1.8266,-55.8449,0.3223,35.6416,40.364,0.8602,3.8622,-201.82,29.4332,0.6189,0.8157,-30.8678,1.7436,206.4693,1.794,-7.359,-0.204,-0.675,-1.605,-7.359,-2.612,-0.32,-0.744,-47.428,-11.818,0.543,-0.082,-87.502,-59.246,9.503
1453,ZINC39599372,0,-115.50904,-4.757401,-20.999083,-12.697188,-37.299229,-155.54892,-21.00337,-12.697188,-37.291821,-28.389093,-21.004622,-12.697188,-37.290836,-7.8035045,-21.133238,-13.342842,-38.730095,-12.720101,-21.00493,-12.697188,-37.290291,46.1729,0,45.5863,-2.1111,-14.397,78.2583,0.1778,-79.0809,1.4865,-8.9651,-1,-72.0702,1.5741,25.8619,29.498,0.9711,2.665,-147.49,27.8899,1.033,1.0295,-29.9524,1.414,209.155,1.8443,-6.697,-0.197,-0.638,-1.48,-6.697,-1.646,-0.351,-0.464,-31.797,-20.635,0.651,-0.202,-75.61,-52.432,13.944
1454,ZINC39601126,0,-61.498203,-3.445446,-36.8461,-11.316036,-27.187439,-73.070786,-36.847504,-11.316036,-27.189524,-16.534134,-36.850712,-11.316036,-27.186354,-6.4690213,-36.831081,-11.098543,-27.153933,-11.329809,-36.847767,-11.316036,-27.189074,24.5013,10,29.5803,-4.9744,-21.1972,58.9732,2,-54.4001,0.885,-5.4935,-1,-48.3655,0.2883,21.7204,23.98,0.1142,2.1455,-119.9,23.4032,0.1501,0.4647,-24.018,1.9432,137.5371,1.5798,-5.202,-0.217,-0.625,-1.245,-5.202,-1.186,-0.064,-1.764,-31.778,-9.778,0.99,-0.123,-58.962,-41.556,3.118
1455,ZINC39607989,0,-76.737762,-3.4105897,-49.474056,-11.078445,-27.588167,-101.48631,-49.469994,-11.078445,-27.59421,-20.163345,-49.472614,-11.078445,-27.591753,-6.8188658,-49.367191,-10.901266,-28.502893,-11.063954,-49.476044,-11.078445,-27.587873,19.5244,0.2385,28.1135,-3.8353,-15.5348,45.6171,0.7691,-44.6634,1.0435,-5.8956,-1,-39.9318,1.2132,19.0744,21.478,0.2585,2.145,-107.39,22.5376,0.0848,0.3475,-22.9698,1.9247,126.7371,1.4715,-6.092,-0.254,-0.732,-1.458,-6.092,-1.753,-0.52,-1.382,-29.198,-11.396,0.825,-0.093,-59.547,-40.594,5.145
1456,ZINC39608212,0,-79.232048,-4.533536,-46.201267,-12.017406,-29.700899,-115.64503,-46.201664,-12.017406,-29.698517,-28.468781,-46.215393,-12.017406,-29.688711,-6.6558142,-46.246155,-11.055815,-30.72809,-12.068233,-46.213829,-12.017406,-29.690287,17.6622,5.3814,28.1791,-4.6664,-21.799,51.5429,2.9825,-43.3713,0.8191,-5.8836,-2,-37.3726,0.0517,20.5021,22.744,0.1318,2.1101,-113.72,25.9424,0.8144,0.4714,-27.2282,2.8936,138.8354,1.6251,-5.411,-0.208,-0.616,-1.271,-5.411,-1.143,-0.435,-1.17,-24.219,-15.223,1.003,-0.171,-53.455,-39.442,2.111
1457,ZINC39609211,0,-93.56105,-6.0823388,-48.045483,-13.912472,-37.863297,-151.62804,-48.046757,-13.912472,-37.859375,-24.084236,-48.045731,-13.912472,-37.862778,-7.7645068,-48.109673,-12.490541,-39.180782,-13.897073,-48.045238,-13.912472,-37.862976,21.4425,1.3085,27.581,-12.1335,-5.6564,63.796,3,-56.5815,2.4006,-3.7268,-1.7797,-53.1021,0.2032,25.0586,29.392,0.0044,4.329,-146.96,30.5695,0.0048,0.9547,-31.529,3.8149,154.8869,1.8807,-6.758,-0.188,-0.62,-1.474,-6.758,-2.398,-0.232,-0.843,-42.446,-11.022,0.643,-0.152,-79.477,-53.468,7.103
1458,ZINC39620377,0,-73.196274,-4.2994604,58.935474,-14.985738,-32.359921,-104.08389,58.935051,-14.985738,-32.357597,-20.491884,58.944859,-14.985738,-32.366955,-6.6614237,58.909496,-12.286958,-32.977837,-14.86894,58.935627,-14.985738,-32.361855,10.5223,7.4273,29.4722,-10.2514,-27.1779,54.7948,2,-51.8492,2.6324,-10.1454,-1,-43.7872,2.2833,25.2966,30.04,2.0818,2.6616,-150.2,25.2827,2.2981,2.2101,-29.7909,3.0782,180.758,2.7809,-7.641,-0.318,-0.918,-1.829,-7.641,-1.514,-0.96,-1.161,-28.01,-26.074,1.494,-0.188,-85.011,-54.084,14.851
1459,ZINC39620482,0,-80.565567,-6.8050499,25.747126,-13.218593,-38.519211,-151.48198,25.751011,-13.218593,-38.521454,-24.950756,25.748409,-13.218593,-38.518925,-7.42102,25.807533,-12.490213,-40.560776,-13.215913,25.750336,-13.218593,-38.514935,-16.0881,10.6176,30.7509,-13.7145,-55.2737,63.9461,4.2186,-54.9531,2.7148,-5.5916,-4.0362,-45.6413,0.2734,28.2246,32.198,1.5835,2.3899,-160.99,27.5974,1.5908,0.6982,-29.8864,1.9342,193.4814,1.8325,-7.158,-0.231,-0.725,-1.614,-7.158,-1.73,-0.005,-1.468,-32.469,-18.269,0.575,-0.166,-83.277,-50.739,6.864
1460,ZINC39623620,0,-109.61057,-6.0605192,-54.72319,-13.660244,-48.246117,-149.14294,-54.723286,-13.660244,-48.246399,-23.521057,-54.724709,-13.660244,-48.244949,-7.9709573,-54.694729,-13.80474,-49.302681,-13.715739,-54.722713,-13.660244,-48.247501,38.6021,0.4725,37.1232,-10.7556,-2.1593,65.5814,1.8379,-61.6689,2.1558,-6.4677,-2.4272,-54.1707,0.1256,26.4275,32.974,2.1863,4.3602,-164.87,26.5378,2.4933,1.1217,-30.1527,1.4647,213.5781,2.0344,-6.139,-0.175,-0.574,-1.348,-6.139,-2.144,-0.338,-0.127,-35.514,-14.706,0.677,-0.224,-75.004,-50.221,5.437
1461,ZINC39626010,0,-68.623131,-4.1204243,-6.3905511,-12.607501,-39.982723,-114.34875,-6.3903265,-12.607501,-39.984741,-18.932198,-6.3936176,-12.607501,-39.979919,-6.7905378,-6.4755211,-12.656611,-40.78788,-12.629191,-6.387536,-12.607501,-39.983479,31.5752,10.3465,25.4766,-6.4491,-7.3526,52.4075,4.8525,-37.9015,1.0997,-5.8437,-2.9193,-32.245,0.1312,21.6229,24.952,0.5785,2.7506,-124.76,25.6593,0.5442,0.0945,-26.298,3.8462,103.1872,1.602,-7.147,-0.255,-0.775,-1.65,-7.147,-1.833,-0.334,-0.881,-32.003,-19.998,0.647,-0.146,-84.459,-52.001,6.538
1462,ZINC39626424,0,-91.81337,-3.3825896,4.0105495,-11.778295,-33.328655,-99.977684,4.0121975,-11.778295,-33.331497,-21.425266,4.0095,-11.778295,-33.326923,-6.6464911,4.0185699,-12.294786,-33.412666,-11.77732,4.0104737,-11.778295,-33.331978,-22.943,0.1209,35.0252,-6.88,-64.3435,49.4938,0,-52.8703,2.1535,-7.5362,0,-47.0016,0.1738,24.6257,28.346,1.7313,1.989,-141.73,27.866,1.5057,0.1814,-29.5532,3.8726,139.8281,2.0395,-5.618,-0.216,-0.64,-1.319,-5.618,-0.741,-0.505,-0.896,-22.641,-21.092,1.135,-0.315,-67.223,-43.733,7.835
