number,name,Label,E_place,S,E_conf,E_score1,E_refine,S(2),E_conf(2),E_score1(2),E_refine(2),S(3),E_conf(3),E_score1(3),E_refine(3),S(4),E_conf(4),E_score1(4),E_refine(4),S(5),E_conf(5),E_score1(5),E_refine(5),Goldscore.Fitness,Goldscore.External.HBond,Goldscore.External.Vdw,Goldscore.Internal.Torsion,Goldscore.Internal.Vdw,PLP.Fitness,PLP.Chemscore.Hbond,PLP.PLP,PLP.ligand.torsion,PLP.part.buried,PLP.part.hbond,PLP.part.nonpolar,PLP.part.repulsive,ASP.Fitness,ASP.ASP,ASP.DEClash,ASP.DEInternal,ASP.Map,Chemscore.Fitness,Chemscore.DEClash,Chemscore.DEInternal,Chemscore.DG,Chemscore.Hbond,Chemscore.Lipo,Chemscore.Rot,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal
1268,ZINC37517988,0,-63.863533,-4.1619182,25.080099,-11.06438,-43.344852,-91.955894,25.075785,-11.06438,-43.340492,-15.259529,25.075039,-11.06438,-43.340206,-6.4727459,25.228943,-9.8092003,-44.102352,-11.032098,25.07925,-11.06438,-43.341743,39.4872,1.0469,28.7093,-3.3392,2.3042,45.3411,1.4282,-41.6022,0.516,-6.9175,-3,-32.3677,0.1372,18.3953,20.226,0.9496,0.8811,-101.13,22.0376,1.3573,0.1234,-23.5183,1.9342,130.2047,1.4281,-5.221,-0.249,-0.686,-1.291,-5.221,-1.215,-0.384,-1.524,-29.423,-8.181,0.601,0,-53.661,-37.604,5.103
1269,ZINC37548227,0,-63.975693,-2.6785369,-35.44912,-9.991168,-34.964622,-102.53367,-35.448895,-9.991168,-34.962566,-15.243695,-35.449249,-9.991168,-34.960484,-6.1873112,-35.518494,-9.4781952,-35.165951,-9.9870663,-35.447746,-9.991168,-34.961422,26.3106,5.0731,36.0987,-3.193,-25.2052,65.7046,3.1404,-57.4464,0.3173,-7.7659,-5.6489,-44.0047,0.2567,22.5481,25.258,1.5732,1.1368,-126.29,21.5519,1.7283,0.5735,-23.8537,3.2382,108.4901,2.0059,-4.507,-0.215,-0.592,-1.114,-4.507,-0.86,-0.522,-1.208,-30.86,-9.617,1.077,-0.009,-51.657,-40.477,1.389
1270,ZINC37549660,0,-56.680492,-5.1549144,-7.1588774,-10.023478,-27.296003,-75.943581,-7.1573663,-10.023478,-27.293499,-14.429199,-7.1573758,-10.023478,-27.293501,-6.5668354,-7.2092371,-9.5786457,-27.411432,-10.071418,-7.158812,-10.023478,-27.295389,32.8543,0.3713,27.4024,-3.7507,-1.4446,49.6693,1,-44.6922,0.5655,-8.1674,-1,-35.6886,0.2284,22.1577,24.296,0.0447,2.0936,-121.48,25.6287,0.1107,0.7603,-26.4997,3.6681,112.626,1.7223,-3.57,-0.178,-0.484,-0.893,-3.57,-1.114,-0.545,-1.593,-29.797,-9.531,2.61,-0.008,-46.822,-39.327,3.58
1271,ZINC37552353,0,-83.911789,-3.9342062,-128.00011,-9.8187923,-40.829025,-84.995285,-127.99996,-9.8187923,-40.825851,-15.126343,-128.00148,-9.8187923,-40.827175,-6.3614478,-128.10742,-9.6297054,-41.564548,-9.7365904,-127.99911,-9.8187923,-40.828552,39.38,17.4532,28.3847,-7.3094,-9.7928,60.0758,5,-45.0786,1.0577,-7.1012,-5,-33.047,0.3609,20.0879,23.334,0.2607,2.9854,-116.67,28.533,0.5934,0.2598,-29.3862,3.8348,116.735,1,-6.309,-0.315,-0.856,-1.579,-6.309,-1.429,-0.865,-1.379,-30.236,-12.339,0.752,-0.026,-63.873,-42.575,-0.257
1272,ZINC37552662,0,-75.362694,-4.228116,-105.89252,-8.6286335,-31.407623,-82.173706,-105.89294,-8.6286335,-31.407328,-13.96013,-105.89363,-8.6286335,-31.408302,-6.0250435,-105.83202,-10.88436,-33.489803,-8.6198683,-105.89207,-8.6286335,-31.407364,35.5821,4.2601,25.2794,-0.9698,-2.4673,49.7921,2.832,-41.7371,1.7403,-3.4479,-3.0019,-36.9855,0.0796,26.8476,30.936,0.1201,3.9683,-154.68,28.3209,3.2319,1.2102,-32.763,4.6298,132.7832,1.4516,-5.563,-0.265,-0.731,-1.375,-5.563,-1.256,-0.608,-1.383,-27.609,-12.338,1.141,-0.226,-52.561,-39.946,3.911
1273,ZINC37560106,0,-63.870697,-4.5811801,-121.90671,-10.067143,-34.821114,-93.334877,-121.9044,-10.067143,-34.811764,-14.697613,-121.90695,-10.067143,-34.803795,-5.7208953,-121.86687,-9.9453602,-36.052044,-10.033415,-121.90327,-10.067143,-34.818802,24.9227,0.8567,22.8993,-3.348,-4.0726,45.0449,2,-39.7287,0.3793,-5.7359,-3,-32.2578,0.2446,22.4453,25.954,0.1334,3.3753,-129.77,21.1707,0.1363,2.3492,-23.6562,4.4236,68.6498,1.8089,-6.489,-0.361,-0.945,-1.668,-6.489,-1.055,-0.885,-2.053,-23.775,-16.009,1.118,-0.024,-60.098,-39.784,6.477
1274,ZINC37566348,0,-73.220543,-4.4852581,65.638779,-8.5880251,-21.144659,-69.09417,65.638329,-8.5880251,-21.144073,-12.062057,65.642387,-8.5880251,-21.163759,-5.5485401,65.708923,-9.3044043,-22.068142,-8.5697002,65.638336,-8.5880251,-21.145298,39.5965,0.4987,30.2364,-1.6502,-0.8271,48.7248,3.016,-39.8287,0.125,-2.4012,-4.8087,-32.9167,0.4288,25.6687,27.894,0.0799,2.1454,-139.47,23.1079,0.1523,2.0748,-25.335,4.6602,68.3933,1.45,-4.909,-0.273,-0.715,-1.262,-4.909,-0.876,-0.766,-1.986,-30.504,-4.205,0.874,0,-44.498,-34.709,0.59
1275,ZINC37571705,0,-67.063286,-4.0257711,-97.893539,-10.364535,-30.331913,-100.76806,-97.893471,-10.364535,-30.332912,-11.639248,-97.891853,-10.364535,-30.336197,-5.6455321,-97.802475,-10.737875,-31.853331,-10.277431,-97.892174,-10.364535,-30.336086,39.8208,10.5051,27.632,-3.4652,-5.213,53.709,5,-39.4663,0.379,-6.7966,-6,-29.3385,0.3321,23.1314,25.032,1.2249,0.6757,-125.16,26.109,2.1222,0.3334,-28.5646,3.2042,105.8342,0,-4.191,-0.233,-0.61,-1.077,-4.191,-1.439,-0.307,-1.641,-31.112,-3.456,1.315,-0.045,-44.523,-34.568,3.705
1276,ZINC37577510,0,-55.802643,-4.0940614,-35.035732,-9.3842211,-32.990143,-95.703964,-35.035019,-9.3842211,-32.990135,-15.297832,-35.034863,-9.3842211,-32.991016,-5.8815231,-34.928215,-9.5552273,-33.882263,-9.2987061,-35.035213,-9.3842211,-32.990528,43.3075,10.5299,24.7183,-3.5053,2.2951,46.3801,3.68,-36.6495,1.677,-5.7944,-6,-25.6592,0.3403,15.4182,20.348,1.9338,2.996,-101.74,24.6158,2.0887,1.6998,-28.4043,3.5353,116.8933,1,-4.794,-0.228,-0.63,-1.185,-4.794,-0.924,-0.32,-1.327,-26.4,-10.987,0.792,-0.046,-49.363,-37.387,3.712
1277,ZINC37578221,0,-79.151512,-2.8698621,-4.9419117,-9.0737944,-30.372128,-103.98866,-4.9460478,-9.0737944,-30.369806,-13.17732,-4.9464655,-9.0737944,-30.370253,-6.1545172,-4.6762152,-9.8312931,-30.306898,-9.0432358,-4.9439993,-9.0737944,-30.369791,24.675,3.2762,22.2044,-6.633,-2.4992,51.7305,2.4545,-44.4026,1.5522,-5.1746,-3.8156,-37.4646,0.2841,22.0266,27.022,1.4494,3.546,-135.11,28.8651,1.7462,0.5484,-31.1597,4.6065,109.8633,1,-6.204,-0.295,-0.815,-1.534,-6.204,-1.321,-0.661,-1.43,-27.407,-14.692,0.99,-0.206,-57.741,-42.099,4.166
1278,ZINC37582539,0,-86.875252,-2.9622564,-40.824097,-11.878419,-34.419231,-103.94868,-40.823071,-11.878419,-34.419586,-14.930656,-40.82291,-11.878419,-34.420071,-5.9674282,-40.603516,-11.154321,-35.27454,-11.965802,-40.825535,-11.878419,-34.417057,-10.683,6.2037,24.2126,-12.0346,-38.1443,57.7921,4.928,-44.7038,2.4418,-3.1029,-5,-37.1437,0.2075,19.054,22.184,0.6294,2.5006,-110.92,20.8727,0.0693,0.7535,-21.6956,3.5923,98.2467,2.8428,-6.947,-0.347,-0.943,-1.739,-6.947,-0.811,-0.358,-2.928,-21.889,-16.71,0.815,-0.064,-58.117,-38.598,10.703
1279,ZINC37582541,0,-76.122192,-3.6401961,-34.544662,-9.6620979,-31.618097,-102.50822,-40.842491,-9.6620979,-32.35321,-16.271727,-40.843239,-9.6620979,-32.356621,-6.0683322,-33.999352,-12.381681,-32.42762,-9.8487701,-34.544804,-9.6620979,-31.622337,-0.228,6.2582,22.1302,-10.9058,-26.0094,56.3496,4.6273,-43.6988,1.8078,-3.2602,-5,-37.6384,0.2343,20.7925,22.906,0.065,2.0484,-114.53,23.227,0.0317,0.2559,-23.5146,3.8429,99.8616,2.533,-6.1,-0.321,-0.857,-1.546,-6.1,-1.519,-0.789,-1.638,-22.559,-15.104,1.289,-0.049,-57.116,-37.662,4.001
1280,ZINC37582546,0,-54.329987,-4.4114075,-85.510597,-12.978543,-33.582737,-79.698227,-85.511078,-12.978543,-33.585438,-13.455626,-85.51107,-12.978543,-33.580418,-5.7389202,-85.489624,-11.84983,-34.27808,-12.825805,-85.511765,-12.978543,-33.581135,23.942,4.5991,25.3338,-10.8644,-4.6267,50.614,3.4633,-42.2354,2.218,-7.4327,-4,-31.0227,0.2858,17.8007,20.386,0.1183,2.467,-101.93,19.7564,1.0418,1.008,-21.8061,3.9416,74.468,2.1686,-8.08,-0.385,-1.062,-1.998,-8.08,-0.771,-0.55,-3.397,-19.681,-19.761,0.71,-0.123,-76.97,-39.442,2.855
1281,ZINC37585162,0,-97.38813,-6.2993989,-155.8372,-11.530312,-30.765699,-117.89356,-155.83386,-11.530312,-30.796898,-16.89263,-155.83206,-11.530312,-30.800648,-6.003984,-155.6328,-13.232541,-31.8064,-11.567484,-155.83653,-11.530312,-30.767851,-22.3019,4.0445,25.0696,-17.8399,-42.9773,52.1437,3.6185,-42.5231,1.8359,-6.0063,-3.6844,-33.6263,0.284,20.9418,25.454,0.0904,4.4218,-127.27,20.95,0.0904,3.0076,-24.048,3.9556,107.3878,2.8156,-6.533,-0.327,-0.887,-1.635,-6.533,-1.064,-0.392,-2.363,-23.426,-14.156,0.644,-0.063,-55.252,-37.582,10.129
1282,ZINC37586298,0,-52.626083,-3.7683194,-38.275852,-9.7840109,-31.1131,-49.94569,-38.275372,-9.7840109,-31.112469,-10.691017,-38.275375,-9.7840109,-31.113171,-5.9159327,-38.248734,-11.083188,-31.520815,-9.7807779,-38.275364,-9.7840109,-31.1134,23.3149,0.2838,26.8337,-9.5741,-4.2912,52.1359,1.9264,-47.5513,1.735,-7.6752,-4.8016,-36.2555,0.1702,22.4568,24.764,0.0849,2.2223,-123.82,23.5805,0.1154,0.3274,-24.0233,2.957,123.7842,2.2718,-6.787,-0.339,-0.921,-1.699,-6.787,-1.385,-0.369,-2.132,-25.607,-14.282,0.583,-0.061,-58.886,-39.888,11.421
1283,ZINC37588524,0,-63.461823,-4.8291831,4.8357806,-9.9888811,-21.671312,-69.448723,4.8355255,-9.9888811,-21.668888,-11.154656,4.8352418,-9.9888811,-21.668964,-5.2445993,4.935288,-11.152325,-22.12895,-9.9248009,4.8350792,-9.9888811,-21.668694,22.4997,6.9431,24.0526,-7.8903,-9.6253,55.8286,5.6,-40.7216,2.0044,-3.3909,-8.2801,-30.7043,1.0995,25.5687,28.898,0.5398,2.7895,-144.49,26.5401,0.4984,0.6311,-27.6696,5.4496,74.9141,1.8661,-6.969,-0.41,-1.054,-1.818,-6.969,-0.83,-1.004,-2.403,-24.6,-18.014,1.243,-0.042,-62.089,-42.614,14.361
1284,ZINC37589669,0,-69.684631,-4.0729151,-53.171082,-11.215882,-34.582878,-91.004234,-53.168831,-11.215882,-34.586533,-14.210342,-53.167511,-11.215882,-34.586983,-5.7286544,-53.090221,-10.473601,-34.637157,-11.379875,-53.168816,-11.215882,-34.582893,30.6197,10.3399,25.657,-9.9268,-5.0718,50.2549,3.6843,-42.0059,2.6486,-5.7555,-5.595,-34.0903,2.5317,22.1864,24.67,0.3716,2.112,-123.35,21.5261,0.1365,0.0869,-21.7495,2.9601,108.8565,2.4818,-7.514,-0.395,-1.055,-1.905,-7.514,-1.297,-0.479,-2.875,-25.444,-14.35,0.626,-0.065,-66.253,-39.794,3.772
1285,ZINC37624507,0,-64.219826,-3.1875896,-168.87358,-11.004157,-34.282928,-91.629089,-168.87375,-11.004157,-34.282597,-9.0402546,-168.87347,-11.004157,-34.282475,-4.5844703,-168.86208,-11.015404,-35.590408,-11.076052,-168.87349,-11.004157,-34.282825,36.3656,14.0532,18.9196,-4.518,0.816,41.924,3.7978,-31.4658,0.6456,-7.2938,-4.8726,-20.8447,1.0949,19.2899,22.16,0.0351,2.835,-110.8,26.0352,0.0202,1.1376,-27.1931,3.742,78.7576,0,-8.809,-0.587,-1.448,-2.376,-8.809,-0.815,-0.642,-3.441,-17.913,-21.231,0.23,-0.061,-77.462,-39.144,1.004
1286,ZINC37624532,0,-67.468399,-2.7512341,-81.85955,-9.5403156,-19.733332,-68.121086,-81.859352,-9.5403156,-19.735044,-9.5525303,-81.860863,-9.5403156,-19.73567,-5.1742296,-81.756927,-11.280954,-19.840816,-9.4736786,-81.859871,-9.5403156,-19.735979,35.4381,8.4696,23.0091,-4.7271,0.0582,52.6199,4.8892,-39.009,1.0624,-3.0396,-5.7392,-31.4422,0.4475,20.5172,21.292,0,0.7748,-106.46,29.7488,0,0.2455,-29.9943,4.7876,72.8535,0,-6.193,-0.387,-0.975,-1.642,-6.193,-0.716,-0.931,-2.325,-20.301,-14.725,1.067,-0.065,-51.452,-35.026,4.877
1287,ZINC37629397,0,-79.47834,-3.7016695,-149.20839,-11.557985,-43.955132,-95.012917,-149.20514,-11.557985,-43.957916,-16.395628,-149.20723,-11.557985,-43.955662,-6.299777,-148.78406,-15.982819,-46.058182,-11.476048,-149.20836,-11.557985,-43.953827,-45.1446,6.0052,29.6052,-8.9929,-82.864,56.011,2.6105,-49.2768,1.0896,-7.0512,-3.0143,-39.7201,0.27,17.0408,22.952,0.1635,5.7477,-114.76,25.6174,0.5215,4.1833,-30.3221,4.8257,135.6808,2.7931,-8.696,-0.311,-0.943,-2.007,-8.696,-0.99,-0.87,-2.344,-19.469,-24.584,0.269,-0.1,-85.515,-44.053,5.101
1288,ZINC37629953,0,-48.912361,-4.172492,-179.4041,-9.8721752,-21.088345,-66.828903,-179.40283,-9.8721752,-21.091318,-10.724626,-179.40379,-9.8721752,-21.089958,-4.8294458,-179.41318,-11.117716,-20.406969,-9.926281,-179.40331,-9.8721752,-21.091171,35.8251,14.2119,17.424,-2.2795,-0.0652,44.5045,4,-34.3514,0.924,-2.7558,-6.7409,-25.4564,0.2007,14.4964,14.758,0.0453,0.2163,-73.79,20.8728,0.03,0.1107,-21.0135,3.7635,67.1953,1.9135,-6.018,-0.502,-1.148,-1.727,-6.018,-0.762,-0.444,-2.106,-16.971,-17.892,0.88,-0.054,-52.916,-34.863,1.385
1289,ZINC37631013,0,-66.648972,-2.0882425,-120.89437,-7.537529,-19.838144,-52.200016,-120.89487,-7.537529,-19.836496,-9.3716135,-120.89352,-7.537529,-19.838867,-4.4752741,-120.89064,-10.256896,-19.328859,-7.5688572,-120.89491,-7.537529,-19.836723,17.4069,7.7011,10.848,-1.6916,-3.5186,33.1449,3.026,-24.1972,0.1395,-4.6079,-3.9748,-16.5127,0.3089,11.743,13.246,0,1.503,-66.23,20.3467,0.1816,1.00E-04,-20.5283,3.8026,53.999,1.5508,-6.243,-0.52,-1.191,-1.791,-6.243,-0.742,-0.48,-2.242,-15.171,-13.15,0,-0.049,-46.66,-28.322,0.104
1290,ZINC37655700,0,-64.426582,-3.8201804,-148.33595,-10.640877,-36.659336,-73.105675,-148.33264,-10.640877,-36.659775,-17.817347,-148.33235,-10.640877,-36.660248,-5.9814601,-148.38434,-11.711452,-38.135723,-10.608932,-148.32991,-10.640877,-36.655491,12.7973,4.5234,25.4123,-1.8146,-24.8534,50.4743,2.2675,-43.9664,2.0412,-2.0468,-3.4204,-39.3913,0.1792,19.1995,30.17,1.2836,9.687,-150.85,30.2307,3.3284,2.9936,-36.5527,5.6883,125.0764,1,-6.254,-0.298,-0.822,-1.546,-6.254,-1.295,-0.363,-1.764,-27.516,-12.61,0.574,-0.138,-58.204,-40.126,8.33
1291,ZINC37657019,0,-79.637604,-2.6956732,-217.81401,-9.7764559,-38.439106,-90.585594,-217.84254,-9.7764559,-38.438072,-17.411497,-217.82603,-9.7764559,-38.435123,-6.3103766,-214.90665,-11.411611,-39.428051,-9.7682495,-217.83263,-9.7764559,-38.438892,44.1828,6.6878,31.9795,-4.516,-1.9608,56.7059,4.736,-43.4795,2.0065,-4.165,-6.2394,-32.3208,0.4259,21.7159,24.842,0.1244,3.0018,-124.21,31.0078,0.7315,1.3896,-33.1289,5.917,102.9821,1.626,-6.507,-0.31,-0.855,-1.609,-6.507,-1.121,-0.435,-1.686,-26.945,-14.43,0.324,-0.076,-63.758,-41.375,4.452
1292,ZINC37657226,0,-53.677601,-3.7705474,-40.246506,-8.3190718,-22.032026,-81.04203,-40.246002,-8.3190718,-22.032694,-13.681461,-40.247147,-8.3190718,-22.032658,-5.4017167,-40.231636,-9.393363,-22.925314,-8.3139038,-40.246986,-8.3190718,-22.032408,8.5542,5.3373,19.3804,-1.0822,-22.3489,39.4466,3,-30.448,0.6512,-2.2902,-4.0458,-25.429,0.3033,19.2734,23.536,1.6103,2.6523,-117.68,25.2829,2.1421,0.6342,-28.0592,3.9837,101.1411,1,-5.449,-0.363,-0.896,-1.469,-5.449,-1.225,0,-1.852,-25.321,-10.248,0.654,-0.221,-43.25,-35.569,8.035
1293,ZINC37657300,0,-48.558121,-3.2354536,-37.70821,-8.9634848,-24.624256,-93.483437,-37.708969,-8.9634848,-24.624775,-14.674015,-37.707539,-8.9634848,-24.623173,-5.6009884,-37.694599,-9.7009296,-25.780006,-8.9342604,-37.707409,-8.9634848,-24.627102,5.2806,1.3206,28.0198,-2.429,-32.1382,51.6378,4.6156,-38.6912,1.0491,-4.8131,-4.6229,-30.3995,0.3334,22.9835,26.338,0.3314,3.0231,-131.69,29.5865,0.0887,0.9653,-30.6405,4.6729,106.9729,1.1574,-5.839,-0.365,-0.92,-1.548,-5.839,-1.255,-0.277,-1.757,-21.892,-12.064,0.591,-0.237,-44.181,-33.956,4.39
1294,ZINC37657769,0,-69.885681,-2.0033305,-6.4412241,-8.4475451,-25.031733,-62.296356,-6.4420037,-8.4475451,-25.03199,-13.853963,-6.4420409,-8.4475451,-25.031948,-5.6331697,-6.3995309,-10.629916,-25.630831,-8.4532032,-6.4403396,-8.4475451,-25.034523,33.6465,4.821,23.4421,-1.2187,-2.1887,48.6625,3,-40.0041,0.8221,-4.7716,-3.7006,-32.733,0.1932,23.7375,26.638,0.168,2.7325,-133.19,29.9363,0.168,0.6897,-30.7939,4.5789,115.6477,1.3712,-5.576,-0.328,-0.843,-1.455,-5.576,-1.414,0,-1.682,-30.009,-12.336,1.095,-0.224,-54.292,-42.345,5.334
1295,ZINC37657794,0,-62.248974,-1.7380102,-66.640923,-8.1208582,-23.927322,-57.456184,-66.640213,-8.1208582,-23.928698,-12.163134,-66.638649,-8.1208582,-23.924726,-5.3716102,-66.88092,-10.179482,-23.15,-8.1736126,-66.632118,-8.1208582,-23.938261,25.1984,5.6465,20.0665,-1.5829,-6.4566,44.5218,3,-35.7222,0.7541,-5.9068,-3,-27.7382,0.3857,16.5961,18.686,0.0575,2.0324,-93.43,24.6214,0.0062,0.0081,-24.6357,2.8501,104.241,1,-4.25,-0.236,-0.619,-1.092,-4.25,-0.873,-0.19,-1.711,-22.3,-8.176,0.998,-0.132,-38.903,-30.477,4.366
1296,ZINC37675830,0,-66.172592,-3.1903169,-168.08705,-9.0996475,-29.190094,-70.816856,-168.0899,-9.0996475,-29.187204,-12.315782,-168.09055,-9.0996475,-29.188501,-6.1098843,-167.88763,-11.033015,-30.438992,-9.0936003,-168.08916,-9.0996475,-29.190044,43.5887,13.9028,32.3394,-7.4082,-7.3725,49.6652,3.9855,-37.7672,1.392,-1.9594,-4.488,-33.0525,0.4653,16.3732,25.43,4.1884,4.8684,-127.15,27.0603,4.2438,2.7378,-34.0419,4.8979,104.2984,0,-7.509,-0.375,-1.019,-1.879,-7.509,-1.276,-0.838,-1.43,-25.409,-20.167,0.37,-0.039,-76.295,-45.576,5.917
1297,ZINC37675834,0,-52.838299,-5.0809937,-159.94044,-11.381988,-38.424374,-93.811195,-159.93732,-11.381988,-38.424301,-13.886891,-159.93752,-11.381988,-38.424557,-6.2028327,-159.94771,-10.487983,-39.06382,-11.352762,-159.93977,-11.381988,-38.424095,36.5357,12.3665,23.7603,-10.4236,1.9223,40.486,2.6893,-34.6769,2.4894,-4.4187,-3.6719,-27.526,0.1563,20.3795,22.992,0.2258,2.3867,-114.96,22.8369,0.396,0.1416,-23.3744,1.9579,97.0526,0,-7.38,-0.369,-1.002,-1.847,-7.38,-1.213,-0.827,-1.308,-25.63,-20.49,0.37,-0.046,-76.513,-46.12,5.919
1298,ZINC37689568,0,-58.76379,-3.3598797,-152.44432,-9.6788054,-30.36508,-89.735329,-152.44495,-9.6788054,-30.360594,-13.702165,-152.44484,-9.6788054,-30.360735,-6.0408702,-152.45621,-10.420617,-30.7876,-9.7033443,-152.44781,-9.6788054,-30.368063,34.298,1.5242,28.1927,-5.9969,0.0057,41.2367,1.536,-38.3848,1.4405,-4.8148,-3.0691,-31.8817,0.2179,18.4611,20.14,0.1334,1.5455,-100.7,20.9955,0.0126,0.2731,-21.2812,2.9669,91.0807,1.8611,-6.209,-0.327,-0.872,-1.574,-6.209,-1.131,-0.563,-1.692,-26.435,-12.674,0.457,-0.058,-59.55,-39.109,1.321
1299,ZINC37690919,0,-65.541336,-3.8797622,-159.1478,-9.9322758,-31.902437,-98.270416,-159.15057,-9.9322758,-31.902374,-16.455107,-159.15039,-9.9322758,-31.902918,-5.8611708,-159.31467,-10.86923,-32.445683,-9.9295483,-159.15077,-9.9322758,-31.901457,24.5938,2.4397,24.1003,-9.3145,-1.6693,44.2,3.3256,-35.8552,1.4074,-5.3887,-4.9004,-26.7904,0.4966,20.2755,22.204,0.1249,1.8036,-111.02,22.1131,0.4566,0.4525,-23.0222,3.307,95.5771,1.8303,-5.765,-0.288,-0.782,-1.443,-5.765,-0.897,-0.48,-1.6,-25.483,-12.549,0.42,-0.051,-57.162,-38.032,1.325
1300,ZINC37737399,0,-53.973293,-3.1851835,-81.973793,-10.133944,-22.234896,-73.526062,-81.973595,-10.133944,-22.234812,-11.790285,-81.972893,-10.133944,-22.234972,-5.1576524,-81.925537,-10.094453,-22.212383,-10.156977,-81.974731,-10.133944,-22.234846,33.3268,6.7607,20.678,-1.4533,-0.4128,44.0825,2.2789,-38.7229,0.7401,-6.1203,-2.8451,-30.0835,0.2647,22.5763,22.69,0.0728,0.0408,-113.45,19.1559,0.0105,0.1054,-19.2718,1.9866,92.5386,1.4337,-4.596,-0.27,-0.695,-1.199,-4.596,-0.897,-0.411,-1.708,-19.448,-5.419,0.263,-0.057,-35.154,-24.867,2.697
1301,ZINC37742056,0,-55.72134,-3.6764286,-31.361118,-8.3870239,-22.627024,-75.817711,-31.361031,-8.3870239,-22.627331,-14.729109,-31.361166,-8.3870239,-22.627193,-5.4284253,-31.340775,-8.9909487,-22.709681,-8.3706198,-31.361238,-8.3870239,-22.622583,13.715,1.9132,18.2458,-1.7689,-11.5172,41.4135,2.848,-33.4535,0.298,-0.0319,-5,-26.8536,0.2402,17.8891,17.994,0,0.1049,-89.97,19.1498,0.0413,0.0968,-19.2879,3.194,65.8577,1.7833,-5.178,-0.324,-0.815,-1.372,-5.178,-0.261,-0.912,-2.271,-21.01,-10.944,1.011,-0.052,-41.648,-31.954,1.152
1302,ZINC37743309,0,-59.847363,-3.2892656,-93.938156,-9.1680613,-28.024178,-81.78833,-93.934868,-9.1680613,-28.027388,-16.297932,-93.933952,-9.1680613,-28.038441,-5.4669461,-93.925774,-9.4223433,-28.68276,-9.0806475,-93.937668,-9.1680613,-28.024427,33.7664,6.5859,23.6935,-2.5218,-2.8762,46.5754,1.9913,-41.1794,0.2989,-3.4741,-2,-37.1823,0.0617,19.7819,20.12,0.0777,0.2605,-100.6,21.7684,0.2083,0.166,-22.1427,2.4896,108.9372,1.718,-5.982,-0.374,-0.942,-1.586,-5.982,-0.775,-0.463,-2.314,-19.899,-12.001,0.425,-0.061,-49.719,-31.9,1.896
1303,ZINC37748988,0,-61.121468,-2.6711419,-46.036285,-10.736817,-31.649857,-104.33081,-46.036049,-10.736817,-31.653143,-15.564256,-46.035961,-10.736817,-31.653139,-6.5481758,-45.841846,-9.9590502,-33.051514,-10.6321,-46.03643,-10.736817,-31.648523,39.4708,0.831,31.1402,-4.9003,0.7223,57.9516,2.8073,-50.1097,1.8043,-6.7072,-4.6903,-39.4695,0.5041,20.0799,21.928,0.0318,1.8163,-109.64,26.5011,0.8439,0.3139,-27.6589,4.8402,80.1055,1.3123,-6.075,-0.289,-0.798,-1.502,-6.075,-1.148,-0.523,-1.464,-31.938,-11.619,0.601,-0.2,-58.382,-43.557,3.081
1304,ZINC37760757,0,-56.777313,-3.1269116,-27.593666,-10.70969,-22.557016,-88.402702,-27.593863,-10.70969,-22.556517,-13.180278,-27.594685,-10.70969,-22.555561,-5.6491833,-27.51115,-11.301931,-24.250128,-10.657391,-27.593174,-10.70969,-22.557348,23.1742,6.2694,17.0069,-5.8538,-0.626,41.9599,2.655,-35.7989,1.2175,-5.3167,-3,-27.49,0.2413,22.2493,28.308,2.0365,4.0223,-141.54,25.957,2.7198,0.8497,-29.5266,2.88,123.3113,0,-5.966,-0.314,-0.838,-1.513,-5.966,-1.215,-0.569,-2.176,-27.21,-9.537,0.805,-0.02,-52.85,-36.747,6.566
1305,ZINC37794485,0,-55.362278,-3.5846488,-123.69881,-9.092658,-27.655529,-87.050423,-123.70003,-9.092658,-27.650476,-14.659808,-123.7001,-9.092658,-27.651756,-5.3783798,-123.65812,-10.455393,-28.206385,-9.0641928,-123.69969,-9.092658,-27.651068,22.7703,5.2907,20.1653,-5.5636,-4.6841,45.009,3.8153,-34.894,0.6985,-5.7456,-4,-25.5672,0.3212,14.1995,19.222,4.5693,0.4532,-96.11,23.8422,4.6599,0.3303,-28.8325,4.261,104.7333,1.2239,-5.774,-0.361,-0.909,-1.53,-5.774,-0.514,-1.018,-2.233,-15.115,-17.156,1.347,-0.027,-48.972,-32.271,2.479
1306,ZINC37834682,0,-48.88953,-4.1534719,-85.765495,-9.1156635,-28.825878,-80.955612,-85.764503,-9.1156635,-28.829298,-15.505695,-85.764404,-9.1156635,-28.829277,-5.5816851,-85.764229,-10.282988,-29.713209,-9.1116343,-85.765907,-9.1156635,-28.825937,-20.875,8.6327,20.831,-2.0873,-56.063,47.0029,3.1099,-40.1876,0.5949,-5.8031,-3.7605,-31.6851,0.3525,19.2395,21.92,1.309,1.3715,-109.6,24.0898,1.5809,1.3213,-26.9921,3.9417,97.4961,1.1954,-6.537,-0.409,-1.03,-1.733,-6.537,-0.847,-0.793,-2.528,-16.273,-16.384,0.943,-0.042,-52.501,-32.658,2.523
