number,name,Label,E_place,S,E_conf,E_score1,E_refine,S(2),E_conf(2),E_score1(2),E_refine(2),S(3),E_conf(3),E_score1(3),E_refine(3),S(4),E_conf(4),E_score1(4),E_refine(4),S(5),E_conf(5),E_score1(5),Goldscore.Fitness,Goldscore.External.HBond,Goldscore.External.Vdw,Goldscore.Internal.Torsion,Goldscore.Internal.Vdw,PLP.Fitness,PLP.Chemscore.Hbond,PLP.PLP,PLP.ligand.torsion,PLP.part.buried,PLP.part.hbond,PLP.part.nonpolar,PLP.part.repulsive,ASP.Fitness,ASP.ASP,ASP.DEClash,ASP.DEInternal,ASP.Map,Chemscore.Fitness,Chemscore.DEClash,Chemscore.DEInternal,Chemscore.DG,Chemscore.Hbond,Chemscore.Lipo,Chemscore.Rot,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal
2986,ZINC23818530,0,-62.092411,-3.5820684,35.696308,-9.2089872,-35.342716,-71.510559,35.696274,-9.2089872,-35.342854,-9.9707127,35.696312,-9.2089872,-35.342674,-6.8806405,35.584949,-9.222415,-36.79512,-2.9094687,20.659996,-2.9094687,41.759,0.2538,35.7405,-4.2022,-3.4358,65.4515,1.024,-62.3935,0.351,-7.0242,-1.8334,-54.7051,0.0492,19.9203,22.578,0.1623,2.4954,-112.89,25.3956,0.2523,0.6819,-26.3298,0.8604,181.2755,1.2629,-5.117,-0.205,-0.599,-1.213,-5.117,-2.398,0,-1.231,-37.28,-2.646,0.772,0,-51.898,-39.926,1.803
2987,ZINC23840696,0,-60.016663,-5.4190326,50.447247,-12.251044,-37.409504,-92.182648,50.446449,-12.251044,-37.409752,-12.753119,50.446243,-12.251044,-37.408821,-7.5613413,50.36977,-9.4985113,-37.618732,-2.638871,32.467854,-2.638871,-14.1952,0,41.2869,-8.8651,-62.0996,76.3735,0,-79.0778,3.0526,-6.2818,0,-73.647,0.1234,22.5992,24.516,0.0541,1.8627,-122.58,19.8564,0.0609,0.9391,-20.8563,0,181.1684,2.2736,-5.515,-0.178,-0.559,-1.244,-5.515,-2.891,-0.033,-0.378,-44.637,-4.521,0.708,-0.012,-66.55,-49.157,7.81
2988,ZINC23844421,0,-72.835602,-4.5335922,131.4024,-9.6767654,-34.262356,-90.352547,131.40259,-9.6767654,-34.262257,-12.384207,131.40266,-9.6767654,-34.263702,-6.7524924,131.48721,-10.011606,-36.913204,-2.862215,128.13092,-2.862215,38.3705,0.0633,35.6744,-4.5937,-6.1514,72.4589,1,-75.7999,3.1196,-6.362,-1,-70.3192,0.3342,21.6496,26.1,0.8462,3.6043,-130.5,26.7555,2.3911,1.6246,-30.7712,1.7231,192.6198,1.1721,-4.766,-0.177,-0.53,-1.11,-4.766,-1.987,-0.098,-0.754,-38.876,-1.913,0.433,-0.13,-48.789,-40.789,7.802
2989,ZINC23849111,0,-73.81424,-4.7986007,92.099655,-9.81814,-39.072784,-76.356239,92.100586,-9.81814,-39.074112,-16.546556,92.099648,-9.81814,-39.072712,-6.9262996,92.132843,-9.4912958,-39.415218,-2.8672087,88.496284,-2.8672087,24.4668,0,38.1319,-6.006,-21.9585,67.3239,0,-68.8934,1.375,-5.4149,0,-65.2571,0.2336,23.2475,25.738,0.0141,2.4764,-128.69,24.3513,0.023,1.5239,-25.8982,0,212.5764,1.7395,-5.43,-0.181,-0.562,-1.234,-5.43,-1.923,0,-1.187,-42.806,-4.591,0.521,-0.012,-62.256,-47.397,7.913
2990,ZINC23849968,0,-85.04113,-4.742178,197.54262,-11.111181,-37.927658,-95.406128,197.54234,-11.111181,-37.92728,-11.466661,197.54376,-11.111181,-37.927753,-7.5650287,197.56137,-9.5604286,-38.359737,-2.7698839,184.19632,-2.7698839,30.5848,5.7552,34.0021,-4.7145,-17.2089,68.0631,3,-59.556,0.7312,-6.6617,-2,-51.1353,0.2969,23.8251,25.318,0.2639,1.229,-126.59,29.4732,0.3338,0.4592,-30.2662,1.9644,194.6547,1.7772,-6.283,-0.19,-0.611,-1.397,-6.283,-3.231,0,-0.242,-47.9,-6.271,0.531,-0.005,-73.255,-54.17,9.035
2991,ZINC23850849,0,-64.678741,-4.2933593,79.765236,-9.2669497,-34.078697,-84.442787,79.765388,-9.2669497,-34.07563,-11.931996,79.76561,-9.2669497,-34.076992,-6.9942846,79.720062,-9.6405115,-35.057171,-2.8163347,80.329971,-2.8163347,38.9735,0.1583,36.6202,-7.8988,-3.6388,61.8464,0,-67.1859,3.0986,-7.2834,0,-60.6321,0.1206,23.8134,26.284,0.2743,2.1964,-131.42,26.5888,0.1285,1.3617,-28.079,1.9573,173.6082,1.6604,-5.132,-0.19,-0.57,-1.195,-5.132,-2.66,0,-0.591,-40.208,-2.064,0.457,-0.017,-55.154,-42.272,2.084
2992,ZINC23851176,0,-116.62696,-4.8062878,145.2128,-10.453079,-33.15099,-96.741386,145.2421,-10.453079,-33.185467,-15.198838,145.23364,-10.453079,-33.17672,-7.0391612,145.19366,-10.892886,-34.374252,-2.7259758,122.39096,-2.7259758,33.4861,0.0487,38.8682,-9.7443,-10.2621,69.8292,0,-74.6671,3.3236,-5.978,0,-69.0825,0.0416,21.347,23.068,0.3504,1.3706,-115.34,26.75,0.5585,0.2235,-27.5319,1.8836,177.6671,1.9634,-5.54,-0.179,-0.561,-1.249,-5.54,-2.107,-0.016,-1.075,-44.673,-3.909,0.482,-0.003,-61.73,-48.582,6.637
2993,ZINC23881016,0,-87.31823,-5.0567379,64.885788,-11.020679,-39.919117,-125.05188,64.883621,-11.020679,-39.919643,-23.353434,64.887726,-11.020679,-39.918804,-7.7930579,64.903015,-11.095527,-41.545925,-2.7029088,54.718983,-2.7029088,10.2114,0,42.9301,-4.5547,-44.2628,80.855,0,-84.2619,1.5771,-10.9573,0,-76.0238,1.2064,32.2809,34.582,1.735,0.5661,-172.91,39.9673,1.735,0.0292,-41.7315,1.6526,302.9612,1.8416,-6.556,-0.226,-0.695,-1.501,-6.556,-2.926,-0.219,-1.01,-39.537,-6.525,0.628,-0.073,-68.618,-46.062,4.526
2994,ZINC23908111,0,-58.275425,-5.2523527,51.912277,-9.8960352,-35.319542,-61.245541,51.913406,-9.8960352,-35.319984,-10.531849,51.911495,-9.8960352,-35.318493,-7.1921039,51.856007,-8.9756842,-36.003952,-2.8605669,39.973824,-2.8605669,25.2233,0.5902,34.6813,-5.1184,-17.9353,58.7898,0,-61.5488,3.4143,-4.0588,0,-58.1883,0.2529,23.8565,29.34,3.1274,2.3561,-146.7,29.5503,3.1973,0.2412,-32.9887,0.8685,237.2681,1.2315,-5.604,-0.181,-0.568,-1.264,-5.604,-2.1,0,-0.516,-37.582,-8.698,0.523,-0.327,-56.014,-46.28,13.186
2995,ZINC23955593,0,-113.69305,-7.7893023,109.43576,-11.406604,-43.455914,-111.44862,109.43832,-11.406604,-43.456951,-19.170658,109.43806,-11.406604,-43.457054,-7.9854136,109.4227,-11.855954,-44.720856,-2.7691092,104.93616,-2.7691092,-16.7576,2,40.7213,-10.8838,-63.8656,79.7028,1,-76.8811,1.8568,-9.1242,-1,-68.5175,0.1695,32.3164,36.568,2.1108,2.1408,-182.84,35.1534,2.0794,1.549,-38.7819,0.9875,283.244,1.225,-7.049,-0.201,-0.659,-1.547,-7.049,-4.345,0,-0.206,-51.654,-2.382,0.592,-0.15,-72.258,-54.036,10.951
2996,ZINC23968387,0,-86.889687,-4.4689374,134.85968,-10.654484,-35.826359,-101.56352,134.8596,-10.654484,-35.826977,-15.046255,134.85956,-10.654484,-35.826309,-7.322998,134.86969,-9.3580227,-36.720612,-2.7633336,127.47046,-2.7633336,37.1303,6.3707,36.5571,-8.6033,-10.9032,75.721,1.8938,-71.0295,1.6682,-9.1792,-1.968,-62.7335,0.1659,26.1234,30.842,1.7002,3.0184,-154.21,32.2025,1.6859,1.5394,-35.4278,1.9699,232.685,1.5061,-6.111,-0.197,-0.619,-1.378,-6.111,-3.069,0,-0.47,-50.554,-4.81,0.691,-0.014,-72.504,-55.364,8.815
2997,ZINC23970374,0,-97.709961,-4.7856522,-92.922157,-10.149536,-39.126816,-106.75916,-92.92308,-10.149536,-39.125546,-16.883484,-92.922432,-10.149536,-39.126984,-7.6667128,-92.80986,-10.449219,-40.319542,-2.6676569,-100.16615,-2.6676569,-0.3384,1.3562,29.2785,-7.4555,-34.497,61.7385,1.296,-59.7858,0.7487,-6.6639,-2,-53.4057,0.2019,15.5132,19.432,0.0241,3.8947,-97.16,19.8105,0.1658,0.8985,-20.8748,0.8534,152.7717,2.0819,-5.983,-0.187,-0.594,-1.34,-5.983,-2.973,-0.16,-0.136,-42.535,-8.285,0.792,-0.136,-66.774,-50.82,9.603
2998,ZINC23978369,0,-65.236038,-4.5318379,-19.466579,-9.9307137,-35.80397,-97.700523,-19.463688,-9.9307137,-35.806259,-15.181783,-19.462381,-9.9307137,-35.802307,-7.0636969,-19.491634,-9.0407763,-37.020489,-2.7944369,-20.468676,-2.7944369,-32.1239,0,39.7129,-3.3266,-83.4025,63.205,0,-65.0599,0.9762,-8.019,0,-58.2981,0.8955,20.8528,22.044,0.2644,0.9268,-110.22,26.4705,0.3206,0.7305,-27.5216,0.6158,217.4202,2.1302,-5.553,-0.174,-0.551,-1.243,-5.553,-2.486,-0.16,-0.264,-37.173,-8.625,0.626,-0.117,-62.472,-45.798,4.732
2999,ZINC23989352,0,-60.335247,-5.3900914,127.88626,-9.6332626,-38.967003,-80.354134,127.88667,-9.6332626,-38.967289,-16.70813,127.88645,-9.6332626,-38.967205,-7.2187262,127.86943,-9.3311615,-39.7486,-2.704212,106.44142,-2.704212,39.3736,0,37.7799,-5.808,-6.7658,68.9784,0,-70.1573,2.6164,-7.1457,0,-63.8693,0.0962,24.7792,30.882,3.7023,2.4005,-154.41,27.2849,4.4871,0.4047,-32.1767,1,229.4821,1.3643,-5.909,-0.179,-0.574,-1.314,-5.909,-2.574,-0.01,-0.195,-41.942,-6.993,0.347,-0.331,-62.833,-48.936,6.803
3000,ZINC23989408,0,-68.636597,-6.488822,110.52946,-11.920001,-46.167301,-128.26794,110.54658,-11.920001,-46.17646,-19.211246,110.53986,-11.920001,-46.172241,-8.0667505,110.50066,-12.286635,-46.762947,-2.7313356,103.94312,-2.7313356,54.1803,10,44.4898,-13.1925,-3.8007,93.0398,2,-91.8546,3.6277,-9.2042,-1,-83.5434,0.1517,32.1813,36.206,0.373,3.6516,-181.03,31.2216,1.179,1.4002,-33.8008,0,273.11,1.4192,-7.912,-0.22,-0.726,-1.726,-7.912,-4.371,0,-0.503,-56.733,-5.02,0.622,-0.071,-91.948,-61.753,7.128
3001,ZINC24013741,0,-69.134338,-4.9314103,158.07376,-9.3885727,-35.985119,-92.450081,158.0731,-9.3885727,-35.977726,-13.505566,158.07458,-9.3885727,-35.988083,-6.9974937,158.10384,-8.9750633,-36.568604,-2.8474662,152.88609,-2.8474662,-8.2709,0,32.5454,-8.7158,-44.3051,62.2732,0,-59.8507,3.7038,-6.1104,-1,-54.1618,0.122,20.302,29.284,3.2238,5.7582,-146.42,28.2277,2.6644,0.3234,-31.2155,0,244.4216,1.1179,-5.198,-0.168,-0.527,-1.172,-5.198,-2.269,0,-0.296,-46.037,-5.232,0.482,-0.029,-65.836,-51.269,3.538
3002,ZINC24071101,0,-105.62701,-5.7325106,-10.34974,-11.501546,-26.992592,-95.668243,-10.347236,-11.501546,-26.996414,-17.877413,-10.346672,-11.501546,-26.996059,-7.4615893,-10.408021,-9.4492455,-27.261217,-2.6020765,-25.146801,-2.6020765,23.0566,0,32.4336,-9.7917,-11.748,71.5298,0,-74.3618,2.34,-5.6731,0,-70.1945,0.056,23.8633,26.522,0.0822,2.5765,-132.61,25.4635,0.0874,1.3598,-26.9107,1.8977,172.2074,1.975,-5.722,-0.179,-0.568,-1.281,-5.722,-2.535,-0.2,-0.3,-45.71,-6.15,0.645,-0.124,-71.33,-51.86,3.848
3003,ZINC24093209,0,-83.380539,-7.1072974,39.3195,-13.08954,-19.396763,-125.71615,39.321274,-13.08954,-19.40237,-23.442667,39.321152,-13.08954,-19.39908,-7.8649001,39.35228,-10.626317,-19.827477,-2.6005764,-8.733407,-2.6005764,9.2287,0.0456,41.0965,-11.0529,-36.2716,79.9367,0,-81.949,2.4192,-6.8593,0,-76.8183,0.1422,25.174,26.106,0.024,0.9079,-130.53,24.3871,0.0341,0.0639,-24.485,0,209.0382,2.1299,-6.098,-0.185,-0.593,-1.356,-6.098,-3.105,0,-0.472,-43.544,-6.6,0.685,-0.039,-71.322,-50.144,3.95
3004,ZINC24094084,0,-77.83326,-4.8583555,157.21301,-12.214752,-19.59589,-107.54076,157.21497,-12.214752,-19.59676,-18.758282,157.21741,-12.214752,-19.598913,-7.1874766,157.13815,-8.3497314,-20.395473,-2.5994916,125.85993,-2.5994916,-37.7623,0,33.0666,-7.6881,-75.5407,60.4226,0,-59.96,1.1614,-4.8673,0,-55.4443,0.4193,18.6835,21.232,0.0038,2.5447,-106.16,25.0224,0.1368,0.1397,-25.299,0.9443,176.4967,1.5567,-5.132,-0.16,-0.509,-1.149,-5.132,-1.982,0,-0.235,-33.037,-10.917,0.545,-0.17,-58.891,-43.954,2.49
3005,ZINC24106921,0,-56.8922,-4.2432895,9.0385237,-8.6036386,-24.817608,-79.967613,9.0379772,-8.6036386,-24.815971,-11.560274,9.0380774,-8.6036386,-24.816723,-5.8697009,9.0419283,-8.545516,-25.634289,-3.0507016,-5.8997383,-3.0507016,25.8423,0,31.301,-4.4673,-12.7293,52.94,0,-53.1313,0.0957,-5.6232,0,-48.6658,0.0733,13.8642,15.506,0.2424,1.3994,-77.53,26.8957,0.3032,0.289,-27.4879,1.9786,153.4981,1,-4.061,-0.185,-0.517,-0.993,-4.061,-0.899,-0.397,-1.076,-24.707,-5.721,0.486,-0.081,-38.285,-30.428,0.854
3006,ZINC24107392,0,-65.52066,-4.7939749,-34.325977,-10.547221,-34.334682,-99.492287,-34.327484,-10.547221,-34.33569,-15.939665,-34.326221,-10.547221,-34.334599,-7.1840782,-34.359303,-10.088997,-35.5639,-2.6956894,-39.035561,-2.6956894,30.9185,6.7286,26.9522,-8.259,-4.6103,51.5875,0.975,-50.5007,1.3192,-4.2793,-1,-46.6345,0.0926,20.4583,23.676,0.8733,2.3444,-118.38,23.9329,1.7131,0.426,-26.0721,1.8985,154.6357,1.5005,-7.014,-0.319,-0.893,-1.714,-7.014,-3.758,-0.152,-1.308,-41.909,-2.167,0.679,-0.054,-59.089,-44.076,9.793
3007,ZINC24110000,0,-51.096813,-2.9822421,-113.36323,-8.9832401,-37.34848,-83.579132,-113.36324,-8.9832401,-37.348129,-10.918422,-113.3625,-8.9832401,-37.34882,-6.7399764,-113.46518,-8.6138048,-39.333755,-2.8823962,-118.87859,-2.8823962,12.1175,0.4519,17.5205,-3.16,-9.2651,47.0627,1,-44.8232,0.393,-6.1322,-4.3027,-35.5455,0.0326,13.3682,18.064,1.8436,2.8522,-90.32,27.1898,1.5689,0.7408,-29.4995,2.8605,158.7391,1.6043,-4.408,-0.17,-0.502,-1.035,-4.408,-1.605,0,-0.866,-36.615,-3.816,0.627,-0.16,-50.333,-40.431,4.24
3008,ZINC24212925,0,-69.208794,-7.3989739,71.0186,-12.477397,-40.942745,-91.97023,71.016624,-12.477397,-40.942875,-17.708824,71.014328,-12.477397,-40.939316,-8.1245928,70.99778,-10.066214,-41.885048,-2.7551351,60.778107,-2.7551351,46.8845,1.1138,48.0577,-8.1174,-12.1913,80.9469,0,-83.2957,1.7451,-10.0261,0,-75.686,0.14,35.1821,38.946,1.725,2.0389,-194.73,33.7623,1.6951,1.2834,-36.7408,0.9998,274.5306,1.6401,-7.684,-0.233,-0.747,-1.709,-7.684,-4.119,0,-0.762,-50.802,-5.176,0.532,-0.019,-84.907,-55.978,1.724
3009,ZINC24245700,0,-51.186733,-5.5493164,48.622253,-10.661427,-42.376446,-99.290855,48.620079,-10.661427,-42.374569,-14.679325,48.620895,-10.661427,-42.375793,-7.4956527,48.796978,-9.5852165,-43.438953,-2.7433093,38.873062,-2.7433093,17.28,0.5022,35.9411,-3.1636,-29.4776,66.523,1,-65.1707,0.8793,-6.1206,-1,-59.0723,0.2008,27.1576,29.138,0.096,1.8844,-145.69,24.9252,0.4524,0.9832,-26.3607,0,213.5701,1.6043,-6.014,-0.188,-0.597,-1.347,-6.014,-2.506,0,-0.186,-47.382,-8.437,0.516,-0.203,-75.483,-55.819,4.705
3010,ZINC24272367,0,-81.199341,-5.2317181,-22.18404,-9.5899172,-38.491825,-111.81979,-22.18363,-9.5899172,-38.492889,-16.838032,-22.177423,-9.5899172,-38.490742,-7.3723435,-22.067036,-10.407317,-38.899796,-2.5276566,-21.687639,-2.5276566,-17.799,1.5201,44.997,-10.6275,-70.5624,85.2741,0.6475,-87.141,0.854,-10.0159,-1.8671,-76.2108,0.0349,22.9451,30.404,4.0318,3.4271,-152.02,27.4006,4.3005,2.8676,-34.5687,1.9156,244.0205,2.2889,-6.114,-0.185,-0.594,-1.36,-6.114,-2.843,-0.16,-0.37,-45.602,-7.141,0.756,-0.145,-67.074,-52.743,10.293
3011,ZINC24276530,0,-73.361664,-3.9032056,27.112892,-12.963497,-36.573723,-90.741585,27.116026,-12.963497,-36.57637,-14.627594,27.11306,-12.963497,-36.57386,-7.3255301,27.242775,-11.18572,-38.074421,-2.5578091,13.113791,-2.5578091,20.3364,0,35.2741,-9.5754,-18.5901,76.2547,0,-77.3752,3.2247,-7.7698,0,-75.0476,3.4432,17.8695,22.9,0.5396,4.491,-114.5,30.1156,2.7825,0.7319,-33.6299,1.9392,217.7152,1.4843,-6.078,-0.184,-0.591,-1.352,-6.078,-2.252,-0.16,-0.194,-38.565,-13.53,0.691,-0.205,-73.143,-52.095,7.198
3012,ZINC24284172,0,-63.594234,-4.8479133,40.898991,-10.890779,-25.428974,-100.6692,40.893902,-10.890779,-25.423899,-12.010773,40.896095,-10.890779,-25.42576,-6.7397618,40.986454,-9.4938002,-25.890968,-2.6566434,32.026531,-2.6566434,37.7578,0,27.3107,-2.2555,2.4611,44.7483,1,-42.425,0.3649,-6.9204,-1,-35.9785,0.5297,17.5478,19.99,0.1045,2.3377,-99.95,17.6722,0.0551,0.4555,-18.1828,0.9911,117.9237,1.7205,-4.304,-0.166,-0.49,-1.011,-4.304,-1.521,-0.002,-0.374,-42.717,-4.368,0.404,-0.02,-54.118,-47.086,12.173
3013,ZINC24297326,0,-76.879974,-5.375906,86.234222,-11.58,-39.261852,-93.787758,86.235184,-11.58,-39.261646,-18.017467,86.234337,-11.58,-39.261677,-7.191927,86.098076,-9.6331034,-39.777271,-2.7037823,66.248001,-2.7037823,45.6869,0,41.8122,-7.9102,-3.8947,72.6635,0,-74.878,1.8981,-8.7009,0,-68.1247,0.401,22.8698,27.168,0.4556,3.8426,-135.84,24.7901,0.4497,2.7289,-27.9687,0.8289,206.373,1.7288,-5.55,-0.185,-0.575,-1.261,-5.55,-2.393,-0.002,-0.727,-40.707,-6.16,0.616,-0.085,-67.936,-46.867,3.176
3014,ZINC24314409,0,-84.410416,-4.3954239,57.914684,-9.9056501,-36.193138,-104.72728,57.912224,-9.9056501,-36.190533,-18.273216,57.913559,-9.9056501,-36.191238,-7.2450652,57.834732,-8.9160509,-37.242359,-2.5918565,49.642864,-2.5918565,22.0233,0,31.8429,-9.7845,-11.9762,61.579,0,-62.7603,2.2332,-4.0955,0,-59.4311,0.5755,20.2874,23.604,1.6595,1.6571,-118.02,26.3379,1.4835,0.1888,-28.0101,1.9323,169.8846,1.4844,-5.177,-0.199,-0.59,-1.216,-5.177,-2.372,-0.048,-0.574,-38.394,-4.451,0.421,-0.016,-54.068,-42.845,5.941
3015,ZINC24349385,0,-69.141182,-5.243845,-36.959,-10.245544,-43.164291,-111.29492,-36.966438,-10.245544,-43.156265,-16.445705,-36.966999,-10.245544,-43.155468,-7.5534568,-36.872532,-9.3767767,-44.045158,-2.585264,-44.777412,-2.585264,35.9809,0.5175,36.8718,-13.821,-1.4144,71.9345,1,-69.8269,2.5074,-5.7251,-1,-64.5541,0.9139,19.135,25.252,0.4806,5.6364,-126.26,31.0968,0.1915,0.6582,-31.9466,0.9995,224.7691,1.2382,-5.793,-0.223,-0.66,-1.361,-5.793,-2.711,-0.345,-0.822,-43.235,-4.192,0.929,-0.054,-61.898,-47.427,9.611
3016,ZINC24365204,0,-58.390427,-5.2223787,44.516804,-10.609101,-27.366226,-101.98798,44.517838,-10.609101,-27.369442,-15.180747,44.517647,-10.609101,-27.36751,-7.4325466,44.536022,-8.5065336,-28.320593,-2.771971,28.542467,-2.771971,19.8451,0.0319,30.8277,-10.9534,-11.6214,52.2399,0,-53.1369,0.8414,-7.0953,0,-47.0464,0.3263,12.0883,19.102,3.3611,3.6526,-95.51,27.9336,3.4949,0.6752,-32.1037,2.9989,179.3478,1.7095,-3.611,-0.125,-0.383,-0.827,-3.611,-1.207,0,-0.161,-33.753,-5.231,0.446,-0.217,-44.853,-38.984,6.472
3017,ZINC24395338,0,-64.80899,-5.6278071,49.711414,-10.362651,-31.834669,-98.693848,49.708832,-10.362651,-31.833494,-16.508396,49.699677,-10.362651,-31.824909,-7.4128866,49.826626,-8.6084318,-32.813854,-2.5372496,44.743423,-2.5372496,19.2408,1.9879,37.1003,-4.5197,-29.2404,74.2332,0.9425,-70.0247,0.9113,-5.9916,-1,-64.5624,0.0521,31.6941,32.336,0.2724,0.3695,-161.68,33.3967,0.4171,0.0313,-33.8451,1.6959,229.8793,1.6387,-5.707,-0.204,-0.619,-1.317,-5.707,-2.86,0,-0.89,-44.161,-3.66,0.825,-0.026,-63.595,-47.82,4.196
3018,ZINC24443625,0,-72.269531,-6.1011844,-157.17256,-9.913682,-36.869446,-115.65107,-157.17372,-9.913682,-36.868523,-18.74214,-157.17442,-9.913682,-36.868488,-7.4492788,-157.16553,-9.3262329,-37.750019,-2.5027301,-162.41885,-2.5027301,24.929,0.0607,29.8598,-5.5039,-10.6851,58.2262,1,-57.7466,1.5418,-7.6586,-1,-50.4195,0.2916,22.7172,25.976,1.8025,1.4564,-129.88,26.6145,1.4629,0.8086,-28.886,3.73,147.8388,2.4803,-7.74,-0.31,-0.905,-1.835,-7.74,-3.799,-0.261,-1.31,-41.575,-5.017,0.66,-0.198,-66.313,-46.592,6.824
3019,ZINC24449019,0,-66.545555,-4.9507008,189.15884,-10.553549,-33.076393,-96.280228,189.15959,-10.553549,-33.076584,-14.121431,189.15894,-10.553549,-33.07616,-7.0515285,189.34613,-9.0945063,-33.965443,-2.8006914,181.6051,-2.8006914,17.1271,0,35.0439,-11.9036,-19.1546,70.9931,0,-71.9218,2.83,-7.9904,0,-65.6837,0.0675,24.508,30.748,0.6161,5.6239,-153.74,28.2584,1.8238,1.6062,-31.6884,0.8745,233.2112,1.5618,-4.883,-0.148,-0.475,-1.086,-4.883,-2.383,0,-0.257,-43.966,-3.927,0.547,-0.002,-61.347,-47.894,2.543
3020,ZINC24461914,0,-65.368446,-5.6452222,-10.896153,-10.733055,-29.773022,-113.17049,-10.912739,-10.733055,-29.742853,-14.607808,-10.894739,-10.733055,-29.77453,-7.4766116,-10.976361,-10.592593,-30.217682,-2.4880238,-31.141735,-2.4880238,14.2053,1.1025,37.3513,-5.1523,-33.103,77.8186,1,-73.9056,1.1463,-1.736,-1,-73.2271,0.404,24.2126,25.278,0.1868,0.8785,-126.39,28.2064,0.6756,0.5612,-29.4432,1.9174,196.5858,2.1255,-6.148,-0.212,-0.651,-1.408,-6.148,-3.559,-0.055,-0.188,-44.156,-3.329,0.453,-0.092,-65.438,-47.485,2.581
3021,ZINC24536326,0,-81.972404,-5.2681384,-6.3174229,-10.189493,-38.138119,-102.75604,-6.3100352,-10.189493,-38.14732,-15.733359,-6.3174186,-10.189493,-38.138187,-7.6162863,-6.4328175,-9.7488365,-38.599609,-2.3976226,-17.233549,-2.3976226,38.9096,0,37.7896,-5.2181,-7.8329,67.3214,0,-66.0684,0.9758,-6.1513,0,-61.2911,0.292,26.1463,31.36,3.2507,1.963,-156.8,26.4208,3.297,1.9285,-31.6463,0.9881,242.1601,2.1354,-6.344,-0.205,-0.643,-1.431,-6.344,-3.016,-0.039,-0.351,-46.575,-9.105,0.797,-0.041,-71.368,-55.68,10.63
3022,ZINC24542035,0,-79.582703,-5.1124039,12.879964,-9.8497286,-35.662025,-95.625427,12.882685,-9.8497286,-35.666378,-16.97043,12.879609,-9.8497286,-35.660805,-6.9950333,12.902495,-8.8853264,-36.352924,-3.0026026,5.8218198,-3.0026026,18.3815,0,28.7078,-7.0063,-14.0853,59.7823,0.704,-59.4154,1.9446,-6.347,-1,-53.349,0.1529,15.2648,18.528,1.5914,1.6717,-92.64,28.2109,0.9037,0.4187,-29.5333,1.9853,173.6926,1.1327,-4.753,-0.17,-0.515,-1.097,-4.753,-1.758,0,-1.483,-35.752,-2.547,0.658,0,-47.106,-38.299,4.974
3023,ZINC24601152,0,-62.339581,-4.1632581,125.76167,-11.160076,-42.33485,-111.91853,125.7598,-11.160076,-42.332333,-17.64262,125.76299,-11.160076,-42.335361,-8.3392649,125.77515,-8.8530684,-43.444405,-2.6944075,101.93946,-2.6944075,16.2416,0.4967,32.4409,-5.1757,-23.6855,55.3866,1,-53.8871,3.4905,-6.3202,-1,-48.0903,0.3968,20.5967,23.288,0.318,2.3732,-116.44,22.9735,0.3316,0.3885,-23.6935,0.6358,169.7448,1.4727,-4.008,-0.154,-0.457,-0.941,-4.008,-1.416,0,-0.415,-36.895,-4.372,0.378,-0.055,-49.935,-41.267,3.967
3024,ZINC24601467,0,-52.140446,-4.7731671,122.66224,-9.320859,-39.726643,-52.891087,122.66151,-9.320859,-39.725834,-8.0437374,122.65927,-9.320859,-39.724525,-7.3028646,122.68513,-8.6568632,-40.300728,-2.6750102,111.67874,-2.6750102,47.3429,0,37.0241,-6.0363,2.471,67.5403,0,-68.2452,2.3657,-7.5028,-2,-59.7837,0.3257,23.4344,27.964,2.0867,2.4428,-139.82,28.2033,2.0965,0.162,-30.4618,0,244.8574,1.4322,-5.149,-0.151,-0.491,-1.138,-5.149,-2.476,0,-0.016,-45.788,-4.504,0.412,-0.104,-61.894,-50.292,6.849
3025,ZINC24630233,0,-78.366852,-5.0124292,109.8552,-10.127888,-38.902927,-103.49743,109.85475,-10.127888,-38.903786,-15.954521,109.85574,-10.127888,-38.903969,-7.4642439,109.82708,-9.6011333,-39.002663,-2.6701503,101.69759,-2.6701503,-21.0198,0.1797,28.8663,-5.3346,-55.5561,55.7994,0,-57.1515,0.7379,-7.376,0,-49.4511,0.0815,10.6325,20.436,8.49,1.3134,-102.18,26.4365,7.6611,0.5146,-34.6122,1.9997,226.5457,1.5831,-4.211,-0.136,-0.427,-0.95,-4.211,-1.093,-0.087,-0.218,-32.239,-9.318,0.461,-0.264,-48.948,-41.557,8.935
3026,ZINC24632308,0,-49.631199,-4.958642,136.53871,-11.499731,-38.106239,-92.9272,136.53804,-11.499731,-38.107815,-13.147398,136.53653,-11.499731,-38.104832,-7.0734258,136.63753,-9.2912159,-38.968224,-2.7580159,131.935,-2.7580159,-3.4432,6,35.3282,-4.7484,-53.2711,59.9032,1,-58.5024,0.8674,-0.8011,-2.3646,-56.2465,0.3377,19.8818,26.008,4.6069,1.5193,-130.04,20.3052,4.5823,0.614,-25.5015,2.0525,149.6036,1.6943,-5.339,-0.178,-0.553,-1.213,-5.339,-1.868,0,-0.366,-37.471,-9.165,0.38,-0.236,-60.961,-46.637,3.871
